,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model
117,  Lexus RX 300 '04,4000,01/2004,330000,2995,204,Petrol,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/330213244-lexus-rx-300?lang=en,Lexus,THERMI,RX
118,  Mini Cooper S '08 R56 panorama ,7500,04/2008,205000,1600,174,Petrol,Manual,Manual, THESSALONIKI 54453,https://www.car.gr/classifieds/cars/view/330165026-mini-cooper-s?lang=en,Mini,THESSALONIKI,Cooper
119,  Mini Countryman '18 ΑΥΤΟΜΑΤΟ ΔΙΠΛΟΥ ΣΥΜΠΛΕΚΤΗ,23490,11/2018,89000,1500,136,Petrol,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/330248006-mini-countryman?lang=en,Mini,THERMI,Countryman
120,  Opel Astra '14  GTC 1.4 ecoFlex Ελληνικό ,11990,07/2014,196000,1400,185,Petrol,Manual,Manual, KERATEA 19001,https://www.car.gr/classifieds/cars/view/330753367-opel-astra?lang=en,Opel,KERATEA,Astra
121,  Ford Fiesta '18 St-line,16200,01/2018,70000,1000,125,Petrol,Manual,Manual, XANIA 73135,https://www.car.gr/classifieds/cars/view/327596216-ford-fiesta?lang=en,Ford,XANIA,Fiesta
122,  Suzuki Splash '10 D2,5700,02/2010,237000,1248,86,Petrol,Manual,Manual, THESSALONIKI 54627,https://www.car.gr/classifieds/cars/view/330546139-suzuki-splash?lang=en,Suzuki,THESSALONIKI,Splash
123,  Land Rover Freelander '02 D4D DIESEL  ,4500,01/2002,225000,2000,125,Diesel,Manual,Manual, SERVIA KOZANIS 50500,https://www.car.gr/classifieds/cars/view/326932142-land-rover-freelander?lang=en,Land rover,SERVIA KOZANIS,Freelander
124,  Bmw 316 '93,4000,03/1993,1000,1596,114,Petrol,Manual,Manual, KORINTHOS 20100,https://www.car.gr/classifieds/cars/view/319494646-bmw-316?lang=en,Bmw,KORINTHOS,316
125,  Opel Astra '13  Sports Tourer 1.3 CDTI ecoFle,7100,03/2013,318509,1248,90,Diesel,Manual,Manual, XALKIDA 34100,https://www.car.gr/classifieds/cars/view/325635964-opel-astra?lang=en,Opel,XALKIDA,Astra
126,  Renault Captur '16 DYNAMIC-ΔΕΡΜΑΤΙΝΑ ΚΑΘΙΣΜΑΤΑ,13450,06/2016,121569,1500,90,Diesel,Manual,Manual, KOZANI 50100,https://www.car.gr/classifieds/cars/view/329454019-renault-captur?lang=en,Renault,KOZANI,Captur
127,  Jeep Cherokee '90 Επαγγελματικο,9000,01/1990,167000,4000,200,Petrol,Manual,Manual, LARISA 41335,https://www.car.gr/classifieds/cars/view/323549935-jeep-cherokee?lang=en,Jeep,LARISA,Cherokee
128,  Nissan Navara '04,8500,01/2004,282000,2500,133,Diesel,Manual,Manual, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/331214652-nissan-navara?lang=en,Nissan,KSYLOKASTRO,Navara
129,  Bmw 328 '12 M pack ΕΛΛΗΝΙΚΟ ,26000,04/2012,148000,1997,300,Petrol,Automatic,Automatic, MENEMENI 56122,https://www.car.gr/classifieds/cars/view/330063091-bmw-328?lang=en,Bmw,MENEMENI,328
130,  Nissan Qashqai '15  1.6 dCi-130HP-ΑΥΤΟΜΑΤΟ,16750,06/2015,148886,1600,130,Diesel,Automatic,Automatic, KOZANI 50100,https://www.car.gr/classifieds/cars/view/327788309-nissan-qashqai?lang=en,Nissan,KOZANI,Qashqai
131,  Mercedes-Benz C 200 '04 SPORTS COUPE KOMPRESSOR,8500,06/2004,211449,1796,163,Petrol,Manual,Manual, THESSALONIKI 54352,https://www.car.gr/classifieds/cars/view/6552141-mercedes-benz-c-200?lang=en,Mercedes-benz,THESSALONIKI,C 200
132,  Toyota RAV 4 '04 Πληρωμένα τέλη του 23,3900,11/2004,397000,1998,150,Petrol,Manual,Manual, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/330778882-toyota-rav-4?lang=en,Toyota,KSYLOKASTRO,Unknown
133,  Volkswagen Tiguan '10  1.4 TSI Sport  R line,15000,12/2010,160000,1400,160,Petrol,Manual,Manual, PATRA 26500,https://www.car.gr/classifieds/cars/view/329175204-volkswagen-tiguan?lang=en,Volkswagen,PATRA,Tiguan
134,  Toyota Aygo '16 Αριστη κατάσταση!!!,8700,01/2016,119000,1000,70,Petrol,Manual,Manual, VOLOS 38222,https://www.car.gr/classifieds/cars/view/331136346-toyota-aygo?lang=en,Toyota,VOLOS,Aygo
135,  Nissan Qashqai '13  1.5 Turbodiesel 360 tekna,13400,01/2013,150000,1500,110,Diesel,Manual,Manual, VELO 20002,https://www.car.gr/classifieds/cars/view/330006118-nissan-qashqai?lang=en,Nissan,VELO,Qashqai
136,  Ford Fiesta '16  1.5D 95hp Euro 6,9300,10/2016,194500,1500,95,Diesel,Manual,Manual, THIVA 32200,https://www.car.gr/classifieds/cars/view/324418458-ford-fiesta?lang=en,Ford,THIVA,Fiesta
137,  Renault Captur '18 1.5 dCi Energy Intens(VIDEO),15900,03/2018,119000,1500,90,Diesel,Manual,Manual, VELO 20002,https://www.car.gr/classifieds/cars/view/328036862-renault-captur?lang=en,Renault,VELO,Captur
138,  Renault Clio '19 9.3-inch touchscreen infotainment system,16900,12/2019,47000,1500,86,Diesel,Manual,Manual, VELO 20002,https://www.car.gr/classifieds/cars/view/328685905-renault-clio?lang=en,Renault,VELO,Clio
139,  Renault Megane '16  ENERGY life,12500,10/2016,96000,1500,90,Diesel,Manual,Manual, VELO 20002,https://www.car.gr/classifieds/cars/view/329489434-renault-megane?lang=en,Renault,VELO,Megane
140,  Renault Kangoo '16 VIDEO ,10900,01/2016,144000,1500,90,Diesel,Manual,Manual, VELO 20002,https://www.car.gr/classifieds/cars/view/329903376-renault-kangoo?lang=en,Renault,VELO,Kangoo
141,  Renault Captur '20 14Km. BLUE dCi Zen Καινουριο!,22900,09/2020,14000,1500,95,Diesel,Manual,Manual, VELO 20002,https://www.car.gr/classifieds/cars/view/327436888-renault-captur?lang=en,Renault,VELO,Captur
142,  Toyota Corolla '05 FOUL EXTRA ,5400,06/2005,217500,1400,95,Diesel,Automatic,Automatic, THESSALONIKI 54655,https://www.car.gr/classifieds/cars/view/330156280-toyota-corolla?lang=en,Toyota,THESSALONIKI,Corolla
143,  Nissan Juke '14 FULL EXTRA - NAVI - ΔΕΡΜΑ - NEW !!!,12980,04/2014,130000,1461,110,Diesel,Manual,Manual, ATHINA 10442,https://www.car.gr/classifieds/cars/view/331097124-nissan-juke?lang=en,Nissan,ATHINA,JUKE
144,  Citroen C5 '01,1900,12/2001,106000,1749,117,Petrol,Manual,Manual, KAMATERO 13451,https://www.car.gr/classifieds/cars/view/331214843-citroen-c5?lang=en,Citroen,KAMATERO,C5
145,  Mercedes-Benz 230 '69 2300cc,930,05/1969,58000,2300,105,Petrol,Manual,Manual, PERISTERI 12132,https://www.car.gr/classifieds/cars/view/331210615-mercedes-benz-230?lang=en,Mercedes-benz,PERISTERI,Unknown
146,  Volkswagen Polo '15 Bluemotion euro 6 ΜΗΔ/ΚΑ ΤΕΛΗ,10350,07/2015,162000,1422,75,Diesel,Manual,Manual, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/330458908-volkswagen-polo?lang=en,Volkswagen,PETROYPOLI,Polo
147,  Ford Fiesta '15 St line red & black euro 6,11500,04/2015,126000,998000,140,Petrol,Manual,Manual, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/330233527-ford-fiesta?lang=en,Ford,PETROYPOLI,Fiesta
148,  Fiat 500 '14 S sport euro 6 ,9500,09/2014,99000,900000,86,Petrol,Manual,Manual, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/328707655-fiat-500?lang=en,Fiat,PETROYPOLI,500
149,  Ford Fiesta '15 Euro 6 navi ΜΗΔΕΝΙΚΑ ΤΕΛΗ,8750,07/2015,167000,1500,95,Diesel,Manual,Manual, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/330586389-ford-fiesta?lang=en,Ford,PETROYPOLI,Fiesta
150,  Mini Cooper S '05,7000,01/2005,140000,1600,200,Petrol,Manual,Manual, PATRA 26224,https://www.car.gr/classifieds/cars/view/331145069-mini-cooper-s?lang=en,Mini,PATRA,Cooper
151,  Volkswagen Polo '15 Bluemotion 1.4 TDI DSG,12900,01/2015,146000,1422,90,Diesel,Automatic,Automatic, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/330865804-volkswagen-polo?lang=en,Volkswagen,PETROYPOLI,Polo
152,  Fiat 500 '16 Euro 6 A/C ,9999,07/2016,96000,1242,69,Petrol,Manual,Manual, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/329999828-fiat-500?lang=en,Fiat,PETROYPOLI,500
153,  Mercedes-Benz E 220 '19 Avantgarde 9G-TRONIC ΜΕ ΦΠΑ,57000,09/2019,72000,2000,194,Diesel,Automatic,Automatic, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/330670454-mercedes-benz-e-220?lang=en,Mercedes-benz,PETROYPOLI,E 220
154,  Kia Sportage '11 SL -SLS 4Χ4. Διαθέσιμο ,13500,07/2011,215000,1995,136,Diesel,Manual,Manual, WRWPOS 19015,https://www.car.gr/classifieds/cars/view/322329332-kia-sportage?lang=en,Kia,WRWPOS,Sportage
155,  Opel Astra '14  OPC,27000,12/2014,73000,2000,350,Petrol,Manual,Manual, KERATEA 19001,https://www.car.gr/classifieds/cars/view/328015999-opel-astra?lang=en,Opel,KERATEA,Astra
156,  Renault Clio '16  TCe 120 Limited EDC Automatic,11000,01/2016,67605,1200,131,Petrol,Automatic,Automatic, NIGRITA 62200,https://www.car.gr/classifieds/cars/view/329722484-renault-clio?lang=en,Renault,NIGRITA,Clio
157,  Mercedes-Benz Citan '16  Van 109CDI,11500,03/2016,65000,1500,75,Diesel,Manual,Manual, NIGRITA 62200,https://www.car.gr/classifieds/cars/view/325235530-mercedes-benz-citan?lang=en,Mercedes-benz,NIGRITA,Unknown
158,"  Hyundai i 20 '16 1,1 diesel 75 hp",10500,01/2016,105000,1100,75,Diesel,Manual,Manual, NIGRITA 62200,https://www.car.gr/classifieds/cars/view/329719988-hyundai-i-20?lang=en,Hyundai,NIGRITA,Unknown
159,  Volkswagen Polo '13,10900,11/2013,92000,1200,75,Diesel,Manual,Manual, PALLINI 15351,https://www.car.gr/classifieds/cars/view/326219641-volkswagen-polo?lang=en,Volkswagen,PALLINI,Polo
160,  Audi A3 '09  1.8T Ambition quattro,10900,01/2009,103000,1800,150,Petrol,Manual,Manual, NIGRITA 62200,https://www.car.gr/classifieds/cars/view/320282824-audi-a3?lang=en,Audi,NIGRITA,A3
161,  Dacia Sandero '14 900 tce,7500,07/2014,133000,900000,90,Petrol,Manual,Manual, NIGRITA 62200,https://www.car.gr/classifieds/cars/view/325234004-dacia-sandero?lang=en,Dacia,NIGRITA,Unknown
162,  Nissan Qashqai '14 FULL EXTRA - NEW - NEW !!!,15980,06/2014,98644,1461,110,Diesel,Manual,Manual, ATHINA 10442,https://www.car.gr/classifieds/cars/view/25477317-nissan-qashqai?lang=en,Nissan,ATHINA,Qashqai
163,  Mini Cooper S '03,5700,05/2003,129000,1600,163,Petrol,Manual,Manual, IRAKLEIO 71500,https://www.car.gr/classifieds/cars/view/326096411-mini-cooper-s?lang=en,Mini,IRAKLEIO,Cooper
164,  Opel Insignia '10  Sports Tourer 1.6 Turbo Sport,11200,11/2010,136000,1600,180,Petrol,Manual,Manual, VOLOS 38333,https://www.car.gr/classifieds/cars/view/327940873-opel-insignia?lang=en,Opel,VOLOS,Insignia
165,  Kia Rio '20  1.0 T-GDI 100 OPF Dream-Team,14500,01/2020,28950,998000,100,Petrol,Manual,Manual, KATERINI 60100,https://www.car.gr/classifieds/cars/view/329359249-kia-rio?lang=en,Kia,KATERINI,Rio
166,  Nissan Micra '16,7490,04/2016,153000,1198,80,Petrol,Manual,Manual, KATERINI 60100,https://www.car.gr/classifieds/cars/view/330952998-nissan-micra?lang=en,Nissan,KATERINI,Micra
167,  Bmw X4 '14 M sport packet,40000,11/2014,139500,1995,190,Diesel,Automatic,Automatic, GLYFADA 16562,https://www.car.gr/classifieds/cars/view/330540650-bmw-x4?lang=en,Bmw,GLYFADA,X4
168,  Fiat Tipo '19 1.6D TECHNO 120HP,1,11/2019,85000,1600,120,Diesel,Manual,Manual, KORWPI 19400,https://www.car.gr/classifieds/cars/view/331215014-fiat-tipo?lang=en,Fiat,KORWPI,Tipo
169,  Bmw 325 '07 217HP FULL EXTRA/ΔΕΡΜΑ,5500,04/2007,231000,2500,217,Petrol,Manual,Manual, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/328793094-bmw-325?lang=en,Bmw,GLYFADA,325
170,  Bmw 320 '10 FACELIFT ΔΕΡΜΑ 86000ΚΜ,11800,10/2010,86000,1996,170,Petrol,Manual,Manual, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/324903744-bmw-320?lang=en,Bmw,GLYFADA,320
171,  Citroen Berlingo '20 FEEL BlueHdi 102hpS&S 3ΘΕΣΙΟ ΕΛΛΗΝΙΚΟ MirrorLink,15300,06/2020,80600,1500,102,Diesel,Manual,Manual, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/329963888-citroen-berlingo?lang=en,Citroen,GLYFADA,Berlingo
172,  Volkswagen Polo '19 DSG7 115HP R line,18600,03/2019,78200,1000,115,Petrol,Automatic,Automatic, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/330754544-volkswagen-polo?lang=en,Volkswagen,GLYFADA,Polo
173,  Mercedes-Benz CLA 180 '18 7G-DCT Coupe(Sportsedan) URBAN PACK,27800,06/2018,79000,1500,109,Diesel,Automatic,Automatic, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/328749511-mercedes-benz-cla-180?lang=en,Mercedes-benz,GLYFADA,CLA
174,  Mazda 2 '16  SKYACTIV-DJ 2016 EURO 6 62000,9999,10/2016,62800,1500,75,Petrol,Manual,Manual, VOLOS 38221,https://www.car.gr/classifieds/cars/view/321742473-mazda-2?lang=en,Mazda,VOLOS,2
175,  Fiat Punto Evo '12 Panorama μηδενικά τέλη!!,7200,07/2012,131000,1300,85,Diesel,Manual,Manual, KATERINI 60134,https://www.car.gr/classifieds/cars/view/327798897-fiat-punto-evo?lang=en,Fiat,KATERINI,Punto
176,  Fiat Strada '14 ADVENTURE 1.3 DIESEL A/C 95HP,13200,01/2014,130000,1300,95,Diesel,Manual,Manual, GEFYRA THES/NIKIS 57011,https://www.car.gr/classifieds/cars/view/35619341-fiat-strada?lang=en,Fiat,GEFYRA THES/NIKIS,Unknown
177,  Ford Fiesta '16 1240 ΣΑΝ ΚΑΙΝΟΥΡΓΙΟ 61 ΚΜ ,9899,03/2016,61000,1240,80,Petrol,Manual,Manual, VOLOS 38221,https://www.car.gr/classifieds/cars/view/328952733-ford-fiesta?lang=en,Ford,VOLOS,Fiesta
178,  Fiat Strada '13 edition ADVENTURE full extras,13500,10/2013,86400,1300,95,Diesel,Manual,Manual, PELLA 58005,https://www.car.gr/classifieds/cars/view/321582899-fiat-strada?lang=en,Fiat,PELLA,Unknown
179,  Opel Karl '19 1000 EURO 6 2019 -59900 KM,7999,01/2019,59900,1000,75,Petrol,Manual,Manual, VOLOS 38221,https://www.car.gr/classifieds/cars/view/330687687-opel-karl?lang=en,Opel,VOLOS,Unknown
180,  Toyota Aygo '17  1.0 EURO 6 11/2017 59000 km,8800,10/2017,59000,1000,70,Petrol,Manual,Manual, VOLOS 38221,https://www.car.gr/classifieds/cars/view/331201277-toyota-aygo?lang=en,Toyota,VOLOS,Aygo
181,  Suzuki Grand Vitara '09,14900,01/2009,153000,1800,129,Diesel,Manual,Manual, AGRINIO 30100,https://www.car.gr/classifieds/cars/view/330250697-suzuki-grand-vitara?lang=en,Suzuki,AGRINIO,Grand Vitara
182,  Audi 100 '72 100 LS,3500,01/1972,78000,1800,63,Petrol,Automatic,Semi-automatic, AGRINIO 30100,https://www.car.gr/classifieds/cars/view/14224323-audi-100?lang=en,Audi,AGRINIO,100
183,  Fiat Strada '13 1.3 JTD 16V Edition Adventure Lumperjack!!        ,14000,09/2013,135500,1300,95,Diesel,Manual,Manual, PELLA 58005,https://www.car.gr/classifieds/cars/view/329637190-fiat-strada?lang=en,Fiat,PELLA,Unknown
184,  Toyota Corolla '19,20000,04/2019,68000,1600,132,Petrol,Manual,Manual, PERISTERI 12136,https://www.car.gr/classifieds/cars/view/331215401-toyota-corolla?lang=en,Toyota,PERISTERI,Corolla
185,  Mazda MX-5 '99 Nb,6000,08/1999,205934,1600,110,Petrol,Manual,Manual, METAMORFWSI 14452,https://www.car.gr/classifieds/cars/view/330391942-mazda-mx-5?lang=en,Mazda,METAMORFWSI,MX-5
186,  Porsche Cayenne '08 Turbo ,30000,10/2008,171000,4800,500,Petrol,Automatic,Automatic, THESSALONIKI 54627,https://www.car.gr/classifieds/cars/view/324794811-porsche-cayenne?lang=en,Porsche,THESSALONIKI,Cayenne
187,  Renault Trafic '19 Euro 6 xlm 69000,18850,10/2019,69300,1600,125,Diesel,Manual,Manual, THESSALONIKI 54627,https://www.car.gr/classifieds/cars/view/330765644-renault-trafic?lang=en,Renault,THESSALONIKI,Unknown
188,  Mercedes-Benz Vito '18 Grand extra long L3H1 euro 6,18650,10/2018,169300,1600,98,Diesel,Manual,Manual, THESSALONIKI 54627,https://www.car.gr/classifieds/cars/view/330382422-mercedes-benz-vito?lang=en,Mercedes-benz,THESSALONIKI,Vito
189,  Ford Fiesta '18 St Line ecoboost 27000χλμ,13750,03/2018,27000,1000,101,Petrol,Manual,Manual, THESSALONIKI 54627,https://www.car.gr/classifieds/cars/view/322891176-ford-fiesta?lang=en,Ford,THESSALONIKI,Fiesta
190,  Opel Combo '19 New model 1.5 euro 6d cdti,15000,10/2019,98691,1500,101,Diesel,Manual,Manual, THESSALONIKI 54627,https://www.car.gr/classifieds/cars/view/329569299-opel-combo?lang=en,Opel,THESSALONIKI,Combo
191,  Fiat Strada '13 strada 1.3JTDMultijet Edition Adventure        ,14000,10/2013,109165,1300,95,Diesel,Manual,Manual, PELLA 58005,https://www.car.gr/classifieds/cars/view/331203702-fiat-strada?lang=en,Fiat,PELLA,Unknown
192,  Toyota Hilux '10  2.5 D-4D 4x2,17500,01/2010,153168,2500,120,Diesel,Manual,Manual, PELLA 58005,https://www.car.gr/classifieds/cars/view/331085939-toyota-hilux?lang=en,Toyota,PELLA,Hilux
193,  Volkswagen Passat CC '10 Dsg7,14000,07/2010,160100,1800,300,Petrol,Automatic,Automatic, PTOLEMAIDA 50200,https://www.car.gr/classifieds/cars/view/330972110-volkswagen-passat-cc?lang=en,Volkswagen,PTOLEMAIDA,Passat
194,  Renault Clio '17  dCi 90 Edition Luxe EDC,13000,01/2017,53722,900000,90,Petrol,Manual,Manual, PELLA 58005,https://www.car.gr/classifieds/cars/view/330476033-renault-clio?lang=en,Renault,PELLA,Clio
195,  Hyundai i 30 '20 Navi Clima Camera Eu6,17900,07/2020,82323,1600,115,Diesel,Manual,Manual, PELLA 58005,https://www.car.gr/classifieds/cars/view/329542991-hyundai-i-30?lang=en,Hyundai,PELLA,Unknown
196,  Hyundai i 30 '19 140PS AUTOMATIC,18300,10/2019,65528,1353,140,Petrol,Automatic,Automatic, PELLA 58005,https://www.car.gr/classifieds/cars/view/329933779-hyundai-i-30?lang=en,Hyundai,PELLA,Unknown
197,  Hyundai i 10 '15,8500,06/2015,156000,1000,67,Petrol,Manual,Manual, VOLOS 38221,https://www.car.gr/classifieds/cars/view/322250121-hyundai-i-10?lang=en,Hyundai,VOLOS,Unknown
198,  Ford Fiesta '15  1.0 EcoBoost Trend,8350,01/2015,143000,1000,100,Petrol,Manual,Manual, PANORAMA 55236,https://www.car.gr/classifieds/cars/view/330608961-ford-fiesta?lang=en,Ford,PANORAMA,Fiesta
199,  Volkswagen Golf '14 look golf R Ελληνικής Αντιπροσωπείας,13000,10/2014,215000,1598,110,Diesel,Manual,Manual, AXARNES 13675,https://www.car.gr/classifieds/cars/view/330393526-volkswagen-golf?lang=en,Volkswagen,AXARNES,Golf
200,  Fiat 500 '09 C 1.2 8V S,8200,01/2009,120000,1200,70,Petrol,Manual,Manual, ARTEMIS 19016,https://www.car.gr/classifieds/cars/view/331216163-fiat-500?lang=en,Fiat,ARTEMIS,500
201,  Audi S3 '03,12900,04/2003,122000,1781,225,Petrol,Manual,Manual, VYRWNAS 16232,https://www.car.gr/classifieds/cars/view/312928905-audi-s3?lang=en,Audi,VYRWNAS,S3
202,  Toyota Land Cruiser '06 Land Cruiser 3.0 D-4D ,25000,01/2006,200000,3000,180,Diesel,Manual,Manual, PAPPADOS 81106,https://www.car.gr/classifieds/cars/view/326893208-toyota-land-cruiser?lang=en,Toyota,PAPPADOS,Land Cruiser
203,  Ford Ranger '18  SHELBY EDITION  3.2 TDCi Wildtrak,42500,01/2018,95000,3200,15,Diesel,Automatic,Automatic, KIFISIA 14564,https://www.car.gr/classifieds/cars/view/330762674-ford-ranger?lang=en,Ford,KIFISIA,Ranger
204,  Bmw 318 '97 CABRIO/HARDTOP/MPack,4500,01/1997,222941,1800,115,Petrol,Manual,Manual, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/329631649-bmw-318?lang=en,Bmw,SALAMINA,318
205,  Renault Captur '19  ENERGY dCi 90hp INITIALE PARIS Edition,19900,07/2019,40627,1461,90,Diesel,Automatic,Automatic, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/327414554-renault-captur?lang=en,Renault,SALAMINA,Captur
206,  Nissan Qashqai+2 '10 FULL EXTRA ΑΡΙΣΤΟ ΛΙΓΑ ΧΛΜ,16500,06/2010,62000,1600,115,Petrol,Manual,Manual, EKALI 14578,https://www.car.gr/classifieds/cars/view/312613564-nissan-qashqai2?lang=en,Nissan,EKALI,Qashqai
207,  Fiat Uno '91  Turbo i.e. Sporting,13500,02/1991,137887,1301,101,Petrol,Manual,Manual, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/324978561-fiat-uno?lang=en,Fiat,SALAMINA,Uno
208,  Peugeot 206 '02 1.4  8V XS FULL EXTRA,3000,11/2002,192500,1400,80,Petrol,Manual,Manual, PATRA 26221,https://www.car.gr/classifieds/cars/view/23580547-peugeot-206?lang=en,Peugeot,PATRA,206
209,  Opel Meriva '11 1.4lt TURBO 140hp COSMO EDITION,8000,03/2011,100781,1364,140,Petrol,Manual,Manual, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/324064322-opel-meriva?lang=en,Opel,SALAMINA,Meriva
210,  Opel GT '07 PREMIUM PACKET,10000,01/2007,117871,1998,264,Petrol,Manual,Manual, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/314303117-opel-gt?lang=en,Opel,SALAMINA,GT
211,  Mercedes-Benz Vito '23 ΚΑΙΝΟΥΡΓΙΟ ΑΥΤΟΜΑΤΟ EXTRA LONG,3500,03/2023,100000,1950,140,Diesel,Automatic,Automatic, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/331144962-mercedes-benz-vito?lang=en,Mercedes-benz,AGIA PARASKEFI,Vito
212,  Audi Coupe '84 GT TURBO 180hp,5300,02/1984,234636,2119,180,Petrol,Manual,Manual, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/34794171-audi-coupe?lang=en,Audi,SALAMINA,80
213,  Audi Coupe '83 GT Fuel Injection *ΓΝΗΣΙΟ*,5300,02/1983,221011,2119,130,Petrol,Manual,Manual, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/34653261-audi-coupe?lang=en,Audi,SALAMINA,Unknown
214,  Porsche 914 '72 914 1.7lt 80hp US SPECS,8900,01/1972,91383,1679,80,Petrol,Manual,Manual, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/322322217-porsche-914?lang=en,Porsche,SALAMINA,914
215,  Fiat Punto '13  1.3 JTD Multijet 16V Start,6000,01/2013,123000,1300,95,Diesel,Manual,Manual, ATHINA 11635,https://www.car.gr/classifieds/cars/view/325472068-fiat-punto?lang=en,Fiat,ATHINA,Punto
216,  Porsche 914 '75 914/4 2.0lt 100hp US SPECS,36000,02/1975,53001,1971,100,Petrol,Manual,Manual, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/322310874-porsche-914?lang=en,Porsche,SALAMINA,914
217,  Opel Combo '19,13000,01/2019,170000,1600,120,Diesel,Manual,Manual, ATHINA 10443,https://www.car.gr/classifieds/cars/view/330458871-opel-combo?lang=en,Opel,ATHINA,Combo
218,  Mercedes-Benz SLK 200 '05,13000,09/2005,151207,1800,163,Petrol,Automatic,Automatic, KASTORIA 52100,https://www.car.gr/classifieds/cars/view/327525648-mercedes-benz-slk-200?lang=en,Mercedes-benz,KASTORIA,SL
219,  Ford Fiesta '12,8900,01/2012,159000,1400,97,Petrol,Automatic,Automatic, ATHINA 10443,https://www.car.gr/classifieds/cars/view/330779067-ford-fiesta?lang=en,Ford,ATHINA,Fiesta
220,  Renault Clio '16 ΠΡΟΣΦΟΡΑ ΕΒΔΟΜΑΔΑΣ ,9400,01/2016,170500,1500,90,Diesel,Manual,Manual, KOMOTINI 69100,https://www.car.gr/classifieds/cars/view/327094161-renault-clio?lang=en,Renault,KOMOTINI,Clio
221,  Volkswagen Passat '02,5000,01/2002,310000,1800,240,Petrol,Manual,Manual, EFOSMOS-STAFROYPOLI 56224,https://www.car.gr/classifieds/cars/view/324042598-volkswagen-passat?lang=en,Volkswagen,EFOSMOS-STAFROYPOLI,Passat
222,  Opel Corsa '17,8500,09/2017,130000,1400,95,Petrol,Manual,Manual, ATHINA 10443,https://www.car.gr/classifieds/cars/view/324005609-opel-corsa?lang=en,Opel,ATHINA,Corsa
